2024-12-30T15:12:06
ID	Read	R1_Forward	R1_Reverse	R2_Forward	R2_Reverse	R1_Penalty	R2_Penalty
ERR2061625.138753 7001289F:109:CB97UANXX:2:2211:6732:11199/1	R1	-	+	-	+	0.850000	0.850000
ERR2061625.696269 7001289F:109:CB97UANXX:2:1302:20397:17282/1	R1	+	-	+	-	0.000000	0.000000
ERR2061625.847956 7001289F:109:CB97UANXX:2:1114:6631:13878/1	R1	+	-	+	-	0.000000	0.000000
ERR2061625.847957 7001289F:109:CB97UANXX:2:1313:11353:38312/1	R1	+	-	+	-	0.612903	0.612903
ERR2061625.847958 7001289F:109:CB97UANXX:2:1112:2828:12522/1	R1	+	-	+	-	0.584906	0.584906
ERR2061625.847961 7001289F:109:CB97UANXX:2:1311:11269:22699/1	R1	+	-	+	-	0.678571	0.678571
ERR2061625.847962 7001289F:109:CB97UANXX:2:1209:11891:21982/1	R1	+	-	+	-	0.345455	0.345455
ERR2061625.847963 7001289F:109:CB97UANXX:2:2103:12236:62953/1	R1	-	+	-	+	0.000000	0.000000
ERR2061625.847965 7001289F:109:CB97UANXX:2:2107:11399:47404/1	R1	-	+	-	+	0.000000	0.000000
ERR2061625.847966 7001289F:109:CB97UANXX:2:1310:5274:6137/1	R1	+	-	+	-	0.320388	0.320388
ERR2061625.847968 7001289F:109:CB97UANXX:2:1311:18253:42142/1	R1	+	-	+	-	0.000000	0.000000
ERR2061625.847969 7001289F:109:CB97UANXX:2:2212:7623:57222/1	R1	+	-	+	-	0.550562	0.550562
ERR2061625.847970 7001289F:109:CB97UANXX:2:2304:9978:14252/1	R1	-	+	-	+	0.000000	0.000000
ERR2061625.847971 7001289F:109:CB97UANXX:2:2114:5971:53234/1	R1	+	-	+	-	0.345455	0.345455
ERR2061625.847973 7001289F:109:CB97UANXX:2:2203:20364:23393/1	R1	+	-	+	-	0.000000	0.000000
ERR2061625.847974 7001289F:109:CB97UANXX:2:2102:2541:94559/1	R1	+	-	+	-	0.000000	0.000000
ERR2061625.847975 7001289F:109:CB97UANXX:2:2308:19817:24809/1	R1	-	+	-	+	0.000000	0.000000
ERR2061625.847976 7001289F:109:CB97UANXX:2:1307:9596:35850/1	R1	+	-	+	-	0.362637	0.362637
ERR2061625.847977 7001289F:109:CB97UANXX:2:2108:14481:100760/1	R1	-	+	-	+	0.180952	0.180952
ERR2061625.847978 7001289F:109:CB97UANXX:2:1201:19213:53727/1	R1	-	+	-	+	0.000000	0.000000
ERR2061625.1303653 7001289F:109:CB97UANXX:2:2303:7213:80703/1	R1	+	-	+	-	0.457944	0.457944
ERR2061625.1303657 7001289F:109:CB97UANXX:2:1313:10349:82243/1	R1	+	-	+	-	0.417722	0.417722
ERR2061625.1685730 7001289F:109:CB97UANXX:2:1205:21277:24020/1	R1	+	-	+	-	0.633663	0.633663
ERR2061625.1685731 7001289F:109:CB97UANXX:2:1104:9120:90780/1	R1	+	-	+	-	0.452055	0.452055
ERR2061625.1685732 7001289F:109:CB97UANXX:2:2316:10071:87958/1	R1	+	-	+	-	0.302752	0.302752
ERR2061625.1685734 7001289F:109:CB97UANXX:2:2311:19957:19337/1	R1	+	-	+	-	0.457944	0.457944
ERR2061625.1685735 7001289F:109:CB97UANXX:2:1311:7098:41600/1	R1	+	-	+	-	0.441860	0.441860
ERR2061625.1685736 7001289F:109:CB97UANXX:2:1209:17228:84158/1	R1	-	+	-	+	0.095238	0.095238
ERR2061625.1685737 7001289F:109:CB97UANXX:2:1211:21104:45472/1	R1	+	-	+	-	0.345455	0.345455
ERR2061625.1685740 7001289F:109:CB97UANXX:2:2206:1509:7622/1	R1	-	+	-	+	0.000000	0.000000
ERR2061625.1685741 7001289F:109:CB97UANXX:2:1210:14365:38494/1	R1	+	-	+	-	0.000000	0.000000
ERR2061625.1685742 7001289F:109:CB97UANXX:2:2303:4389:41158/1	R1	+	-	+	-	0.000000	0.000000
ERR2061625.1685743 7001289F:109:CB97UANXX:2:1304:1806:74332/1	R1	+	-	+	-	0.457944	0.457944
ERR2061625.1685744 7001289F:109:CB97UANXX:2:1306:4540:9429/1	R1	+	-	+	-	0.514019	0.514019
ERR2061625.1685745 7001289F:109:CB97UANXX:2:2309:14344:28483/1	R1	+	-	+	-	0.302752	0.302752
ERR2061625.1685747 7001289F:109:CB97UANXX:2:1316:19194:16164/1	R1	-	+	-	+	0.000000	0.000000
ERR2061625.1685749 7001289F:109:CB97UANXX:2:1316:12095:93024/1	R1	+	-	+	-	0.759259	0.759259
ERR2061625.1685750 7001289F:109:CB97UANXX:2:2307:1587:77079/1	R1	-	+	-	+	0.000000	0.000000
ERR2061625.1685751 7001289F:109:CB97UANXX:2:2314:10007:84195/1	R1	+	-	+	-	0.000000	0.000000
ERR2061625.1685752 7001289F:109:CB97UANXX:2:2213:19646:101194/1	R1	-	+	-	+	0.186047	0.186047
ERR2061625.1685753 7001289F:109:CB97UANXX:2:1315:8827:13151/1	R1	-	+	-	+	0.000000	0.000000
ERR2061625.1685754 7001289F:109:CB97UANXX:2:2203:2854:28401/1	R1	+	-	+	-	0.000000	0.000000
ERR2061625.2329169 7001289F:109:CB97UANXX:2:2104:18209:89750/1	R1	+	-	+	-	0.302752	0.302752
ERR2061625.2329170 7001289F:109:CB97UANXX:2:1105:14729:54365/1	R1	+	-	+	-	0.000000	0.000000
ERR2061625.2329171 7001289F:109:CB97UANXX:2:1109:9304:18961/1	R1	+	-	+	-	0.584158	0.584158
ERR2061625.2329172 7001289F:109:CB97UANXX:2:1106:19263:27766/1	R1	+	-	+	-	0.000000	0.000000
ERR2061625.2329173 7001289F:109:CB97UANXX:2:2204:2679:60100/1	R1	+	-	+	-	0.457944	0.457944
ERR2061625.2329174 7001289F:109:CB97UANXX:2:1208:14847:88912/1	R1	+	-	+	-	0.457944	0.457944
ERR2061625.2329175 7001289F:109:CB97UANXX:2:1207:7797:38216/1	R1	+	-	+	-	0.302752	0.302752
ERR2061625.2329176 7001289F:109:CB97UANXX:2:2210:6701:24494/1	R1	+	-	+	-	0.302752	0.302752
ERR2061625.2329177 7001289F:109:CB97UANXX:2:1207:20373:91430/1	R1	+	-	+	-	0.457944	0.457944
ERR2061625.2329178 7001289F:109:CB97UANXX:2:2311:7840:36283/1	R1	+	-	+	-	0.348624	0.348624
ERR2061625.2329179 7001289F:109:CB97UANXX:2:2310:11009:97933/1	R1	+	-	+	-	0.531915	0.531915
ERR2061625.2329181 7001289F:109:CB97UANXX:2:2211:3899:47772/1	R1	-	+	-	+	0.000000	0.000000
ERR2061625.2329182 7001289F:109:CB97UANXX:2:2203:5823:33765/1	R1	+	-	+	-	0.457944	0.457944
ERR2061625.2329183 7001289F:109:CB97UANXX:2:2110:19406:62340/1	R1	+	-	+	-	0.457944	0.457944
ERR2061625.2329184 7001289F:109:CB97UANXX:2:1214:12242:69294/1	R1	+	-	+	-	0.345455	0.345455
ERR2061625.2329185 7001289F:109:CB97UANXX:2:2209:3261:48617/1	R1	+	-	+	-	0.457944	0.457944
ERR2061625.2329186 7001289F:109:CB97UANXX:2:2313:4782:5741/1	R1	-	+	-	+	0.151515	0.151515
ERR2061625.2329187 7001289F:109:CB97UANXX:2:2316:14267:83700/1	R1	+	-	+	-	0.000000	0.000000
ERR2061625.2329188 7001289F:109:CB97UANXX:2:2101:13317:94065/1	R1	-	+	-	+	0.000000	0.000000
ERR2061625.2329189 7001289F:109:CB97UANXX:2:2212:10683:25351/1	R1	+	-	+	-	0.457944	0.457944
ERR2061625.2329192 7001289F:109:CB97UANXX:2:1110:19234:19065/1	R1	+	-	+	-	0.000000	0.000000
ERR2061625.2329193 7001289F:109:CB97UANXX:2:1307:5405:37753/1	R1	+	-	+	-	0.504673	0.504673
ERR2061625.2347056 7001289F:109:CB97UANXX:2:2303:3542:57750/1	R1	+	-	+	-	0.759259	0.759259
ERR2061625.2879377 7001289F:109:CB97UANXX:2:1216:10752:57245/1	R1	+	-	+	-	0.000000	0.000000
ERR2061625.2879379 7001289F:109:CB97UANXX:2:2103:17611:80397/1	R1	+	-	+	-	0.446429	0.446429
ERR2061625.2879382 7001289F:109:CB97UANXX:2:2304:8655:46784/1	R1	+	-	+	-	0.471698	0.471698
ERR2061625.2879385 7001289F:109:CB97UANXX:2:2303:10359:73748/1	R1	-	+	-	+	0.032000	0.032000
ERR2061625.2879386 7001289F:109:CB97UANXX:2:1204:20755:92210/1	R1	-	+	-	+	0.000000	0.000000
ERR2061625.2879390 7001289F:109:CB97UANXX:2:1209:6363:82922/1	R1	-	+	-	+	0.000000	0.000000
ERR2061625.2879391 7001289F:109:CB97UANXX:2:1108:17329:20707/1	R1	+	-	+	-	0.302752	0.302752
ERR2061625.2879392 7001289F:109:CB97UANXX:2:2106:3610:7230/1	R1	-	+	-	+	0.000000	0.000000
ERR2061625.2879393 7001289F:109:CB97UANXX:2:1211:11174:54486/1	R1	+	-	+	-	0.000000	0.000000
ERR2061625.2879395 7001289F:109:CB97UANXX:2:2106:18820:54179/1	R1	-	+	-	+	0.365079	0.365079
ERR2061625.2879396 7001289F:109:CB97UANXX:2:1101:3045:21627/1	R1	+	-	+	-	0.345455	0.345455
ERR2061625.2879397 7001289F:109:CB97UANXX:2:1113:1782:3807/1	R1	+	-	+	-	0.368932	0.368932
ERR2061625.2879399 7001289F:109:CB97UANXX:2:2204:19877:3327/1	R1	-	+	-	+	0.000000	0.000000
ERR2061625.2879400 7001289F:109:CB97UANXX:2:2304:20525:83702/1	R1	+	-	+	-	0.590361	0.590361
ERR2061625.2879401 7001289F:109:CB97UANXX:2:1201:2118:58349/1	R1	+	-	+	-	0.862069	0.862069
ERR2061625.2879403 7001289F:109:CB97UANXX:2:2212:13926:79982/1	R1	+	-	+	-	0.000000	0.000000
ERR2061625.3343683 7001289F:109:CB97UANXX:2:2105:5111:32969/1	R1	+	-	+	-	0.345455	0.345455
