2024-12-30T16:22:13
ID	Read	R1_Forward	R1_Reverse	R2_Forward	R2_Reverse	R1_Penalty	R2_Penalty
ERR2188724.767691 7001289F:119:HH7GHBCXY:1:1204:11098:91167/1	R1	-	+	-	+	0.950000	0.950000
ERR2188724.2390355 7001289F:119:HH7GHBCXY:1:2113:18367:59108/1	R1	-	+	-	+	0.526316	0.526316
ERR2188724.2758620 7001289F:119:HH7GHBCXY:1:2113:16573:95415/1	R1	-	+	-	+	0.526316	0.526316
ERR2188724.6651972 7001289F:119:HH7GHBCXY:2:1106:12216:91392/1	R1	-	+	-	+	0.666667	0.666667
ERR2188724.6872942 7001289F:119:HH7GHBCXY:1:1106:6505:58841/1	R1	+	-	+	-	0.302752	0.302752
ERR2188724.6872943 7001289F:119:HH7GHBCXY:1:1106:18394:83183/1	R1	+	-	+	-	0.515789	0.515789
ERR2188724.6872944 7001289F:119:HH7GHBCXY:1:1115:7777:9781/1	R1	+	-	+	-	0.560000	0.560000
ERR2188724.6872948 7001289F:119:HH7GHBCXY:1:1213:7291:37336/1	R1	+	-	+	-	0.657895	0.657895
ERR2188724.6872961 7001289F:119:HH7GHBCXY:2:1106:8500:27094/1	R1	+	-	+	-	0.690141	0.690141
ERR2188724.6872963 7001289F:119:HH7GHBCXY:2:1106:18839:91270/1	R1	+	-	+	-	0.590361	0.590361
ERR2188724.6872965 7001289F:119:HH7GHBCXY:2:1107:4593:94558/1	R1	+	-	+	-	0.531915	0.531915
ERR2188724.6872971 7001289F:119:HH7GHBCXY:2:1201:11380:66630/1	R1	+	-	+	-	0.500000	0.500000
ERR2188724.6872972 7001289F:119:HH7GHBCXY:2:1202:6823:26718/1	R1	+	-	+	-	0.943662	0.943662
ERR2188724.6872975 7001289F:119:HH7GHBCXY:2:1204:17615:79796/1	R1	+	-	+	-	0.977778	0.977778
ERR2188724.6872976 7001289F:119:HH7GHBCXY:2:1211:20008:59802/1	R1	+	-	+	-	0.491071	0.491071
ERR2188724.6872977 7001289F:119:HH7GHBCXY:2:1210:17335:43039/1	R1	+	-	+	-	0.485149	0.485149
ERR2188724.6872978 7001289F:119:HH7GHBCXY:2:1215:16873:54158/1	R1	+	-	+	-	0.348624	0.348624
ERR2188724.6872986 7001289F:119:HH7GHBCXY:1:1207:20845:52293/1	R1	+	-	+	-	0.302752	0.302752
ERR2188724.6872990 7001289F:119:HH7GHBCXY:1:2116:8084:13700/1	R1	+	-	+	-	0.000000	0.000000
ERR2188724.6872994 7001289F:119:HH7GHBCXY:2:1214:10857:98349/1	R1	+	-	+	-	0.475000	0.475000
ERR2188724.6872997 7001289F:119:HH7GHBCXY:2:2115:4564:88294/1	R1	+	-	+	-	0.581081	0.581081
ERR2188724.6872998 7001289F:119:HH7GHBCXY:2:2203:15489:13145/1	R1	+	-	+	-	0.712766	0.712766
ERR2188724.6872999 7001289F:119:HH7GHBCXY:2:2207:3504:85834/1	R1	+	-	+	-	0.423077	0.423077
ERR2188724.6873002 7001289F:119:HH7GHBCXY:2:2214:11953:96630/1	R1	+	-	+	-	0.000000	0.000000
ERR2188724.6873003 7001289F:119:HH7GHBCXY:1:1203:10051:40384/1	R1	+	-	+	-	0.000000	0.000000
ERR2188724.6873004 7001289F:119:HH7GHBCXY:1:1206:18220:76683/1	R1	+	-	+	-	0.054054	0.054054
ERR2188724.6873009 7001289F:119:HH7GHBCXY:2:2205:19162:15591/1	R1	+	-	+	-	0.413043	0.413043
