2024-12-30T13:00:33
ID	Read	R1_Forward	R1_Reverse	R2_Forward	R2_Reverse	R1_Penalty	R2_Penalty
ERR2061610.406163 7001289F:103:C9WFLANXX:3:1109:11656:55677/1	R1	-	+	-	+	0.617647	0.617647
ERR2061610.504340 7001289F:103:C9WFLANXX:3:2312:13057:77268/1	R1	-	+	-	+	0.777778	0.777778
ERR2061610.545965 7001289F:103:C9WFLANXX:4:2305:17734:42599/1	R1	-	+	-	+	0.950000	0.950000
ERR2061610.546024 7001289F:103:C9WFLANXX:4:1213:18697:98906/1	R1	-	+	-	+	0.950000	0.950000
ERR2061610.547171 7001289F:103:C9WFLANXX:4:2206:2111:9042/1	R1	-	+	-	+	0.950000	0.950000
ERR2061610.4405555 7001289F:103:C9WFLANXX:4:1310:9783:81664/1	R1	-	+	-	+	0.526316	0.526316
ERR2061610.4405643 7001289F:103:C9WFLANXX:3:2113:18786:40272/1	R1	-	+	-	+	0.666667	0.666667
ERR2061610.4406098 7001289F:103:C9WFLANXX:4:1115:19405:73332/1	R1	-	+	-	+	0.666667	0.666667
ERR2061610.4535365 7001289F:103:C9WFLANXX:3:2214:20966:52242/1	R1	+	-	+	-	0.000000	0.000000
ERR2061610.4535367 7001289F:103:C9WFLANXX:3:1110:14248:80764/1	R1	+	-	+	-	0.550000	0.550000
ERR2061610.4535371 7001289F:103:C9WFLANXX:4:2310:19116:19334/1	R1	+	-	+	-	0.345455	0.345455
ERR2061610.4535372 7001289F:103:C9WFLANXX:4:1316:20891:40927/1	R1	+	-	+	-	0.302752	0.302752
ERR2061610.4535374 7001289F:103:C9WFLANXX:3:2312:14896:68904/1	R1	+	-	+	-	0.446429	0.446429
ERR2061610.4535375 7001289F:103:C9WFLANXX:3:2304:18414:23237/1	R1	+	-	+	-	0.433628	0.433628
ERR2061610.4535376 7001289F:103:C9WFLANXX:3:1206:9160:66451/1	R1	+	-	+	-	0.433628	0.433628
ERR2061610.4535378 7001289F:103:C9WFLANXX:3:1114:15205:8773/1	R1	+	-	+	-	0.446429	0.446429
ERR2061610.4535380 7001289F:103:C9WFLANXX:4:2109:3977:87573/1	R1	+	-	+	-	0.457944	0.457944
ERR2061610.4535381 7001289F:103:C9WFLANXX:4:1309:15097:91724/1	R1	+	-	+	-	0.433628	0.433628
ERR2061610.4535382 7001289F:103:C9WFLANXX:4:1316:14516:17637/1	R1	+	-	+	-	0.433628	0.433628
ERR2061610.4535384 7001289F:103:C9WFLANXX:4:1215:5680:99949/1	R1	+	-	+	-	0.457944	0.457944
ERR2061610.4535387 7001289F:103:C9WFLANXX:4:1103:11828:10306/1	R1	+	-	+	-	0.781250	0.781250
ERR2061610.4535388 7001289F:103:C9WFLANXX:4:1103:19587:62742/1	R1	+	-	+	-	0.433628	0.433628
ERR2061610.4535389 7001289F:103:C9WFLANXX:4:1204:4228:23174/1	R1	+	-	+	-	0.485149	0.485149
ERR2061610.4535392 7001289F:103:C9WFLANXX:3:2309:14838:83641/1	R1	+	-	+	-	0.457944	0.457944
ERR2061610.4535393 7001289F:103:C9WFLANXX:3:2314:2427:73566/1	R1	+	-	+	-	0.000000	0.000000
ERR2061610.4535395 7001289F:103:C9WFLANXX:3:2301:10700:75370/1	R1	+	-	+	-	0.000000	0.000000
ERR2061610.4535398 7001289F:103:C9WFLANXX:3:2104:18088:83744/1	R1	+	-	+	-	0.000000	0.000000
ERR2061610.4535402 7001289F:103:C9WFLANXX:4:1209:13531:50898/1	R1	+	-	+	-	0.962963	0.962963
ERR2061610.4535404 7001289F:103:C9WFLANXX:4:1107:6540:56159/1	R1	-	+	-	+	0.147541	0.147541
ERR2061610.4535405 7001289F:103:C9WFLANXX:3:2314:5938:48910/1	R1	+	-	+	-	0.000000	0.000000
ERR2061610.4535406 7001289F:103:C9WFLANXX:3:2102:12228:38493/1	R1	+	-	+	-	0.000000	0.000000
ERR2061610.4535408 7001289F:103:C9WFLANXX:3:1314:13395:24461/1	R1	+	-	+	-	0.457944	0.457944
ERR2061610.4535409 7001289F:103:C9WFLANXX:4:2307:9878:11337/1	R1	+	-	+	-	0.457944	0.457944
ERR2061610.4535411 7001289F:103:C9WFLANXX:4:2206:1471:90759/1	R1	+	-	+	-	0.500000	0.500000
ERR2061610.4535412 7001289F:103:C9WFLANXX:4:1314:15008:25601/1	R1	+	-	+	-	0.457944	0.457944
ERR2061610.4535414 7001289F:103:C9WFLANXX:3:1303:1913:69602/1	R1	+	-	+	-	0.457944	0.457944
ERR2061610.4535416 7001289F:103:C9WFLANXX:3:2307:19391:83712/1	R1	+	-	+	-	0.475000	0.475000
ERR2061610.4535417 7001289F:103:C9WFLANXX:3:2206:10840:52335/1	R1	+	-	+	-	0.302752	0.302752
ERR2061610.4535419 7001289F:103:C9WFLANXX:3:1314:17538:16002/1	R1	+	-	+	-	0.302752	0.302752
ERR2061610.4535422 7001289F:103:C9WFLANXX:3:1307:12840:12347/1	R1	+	-	+	-	0.000000	0.000000
ERR2061610.4535424 7001289F:103:C9WFLANXX:3:1207:18448:27975/1	R1	+	-	+	-	0.302752	0.302752
ERR2061610.4535428 7001289F:103:C9WFLANXX:4:1207:13799:98381/1	R1	+	-	+	-	0.302752	0.302752
ERR2061610.4535430 7001289F:103:C9WFLANXX:3:1305:3397:41093/1	R1	-	+	-	+	0.000000	0.000000
ERR2061610.4535431 7001289F:103:C9WFLANXX:4:1111:15292:33732/1	R1	-	+	-	+	0.000000	0.000000
ERR2061610.4535435 7001289F:103:C9WFLANXX:3:1306:19836:4263/1	R1	+	-	+	-	0.678571	0.678571
ERR2061610.4535436 7001289F:103:C9WFLANXX:3:1307:7961:48021/1	R1	-	+	-	+	0.000000	0.000000
ERR2061610.4535438 7001289F:103:C9WFLANXX:3:1204:19890:99009/1	R1	+	-	+	-	0.000000	0.000000
ERR2061610.4535440 7001289F:103:C9WFLANXX:4:1309:8286:15995/1	R1	+	-	+	-	0.000000	0.000000
ERR2061610.4535442 7001289F:103:C9WFLANXX:3:2114:3882:5626/1	R1	+	-	+	-	0.000000	0.000000
ERR2061610.4535445 7001289F:103:C9WFLANXX:4:1205:13859:61777/1	R1	+	-	+	-	0.000000	0.000000
ERR2061610.4535446 7001289F:103:C9WFLANXX:4:1116:2558:29717/1	R1	+	-	+	-	0.000000	0.000000
ERR2061610.4535447 7001289F:103:C9WFLANXX:4:2312:13920:57883/1	R1	-	+	-	+	0.000000	0.000000
ERR2061610.4535448 7001289F:103:C9WFLANXX:3:2309:3961:43674/1	R1	+	-	+	-	0.558824	0.558824
ERR2061610.4535450 7001289F:103:C9WFLANXX:3:1201:11247:23319/1	R1	-	+	-	+	0.000000	0.000000
ERR2061610.4535451 7001289F:103:C9WFLANXX:4:2310:5210:94022/1	R1	-	+	-	+	0.000000	0.000000
