2024-12-30T14:14:28
ID	Read	R1_Forward	R1_Reverse	R2_Forward	R2_Reverse	R1_Penalty	R2_Penalty
ERR2061619.370632 7001289F:109:CB97UANXX:1:2103:12860:88936/1	R1	-	+	-	+	0.777778	0.777778
ERR2061619.2928128 7001289F:103:C9WFLANXX:3:2112:18555:76743/1	R1	-	+	-	+	0.631579	0.631579
ERR2061619.2996843 7001289F:103:C9WFLANXX:4:1110:6578:54551/1	R1	-	+	-	+	0.000000	0.000000
ERR2061619.4182223 7001289F:109:CB97UANXX:1:2304:10469:29446/1	R1	-	+	-	+	0.666667	0.666667
ERR2061619.4183250 7001289F:109:CB97UANXX:1:2311:14414:17418/1	R1	-	+	-	+	0.666667	0.666667
ERR2061619.4204813 7001289F:109:CB97UANXX:1:1313:7524:77049/1	R1	-	+	-	+	0.850000	0.850000
ERR2061619.4263200 7001289F:109:CB97UANXX:1:1115:10474:21469/1	R1	-	+	-	+	0.000000	0.000000
ERR2061619.4305071 7001289F:109:CB97UANXX:1:2211:18120:42989/1	R1	+	-	+	-	0.446429	0.446429
ERR2061619.4305073 7001289F:109:CB97UANXX:1:1212:7605:27018/1	R1	+	-	+	-	0.302752	0.302752
ERR2061619.4305078 7001289F:103:C9WFLANXX:3:1313:9176:62140/1	R1	+	-	+	-	0.446429	0.446429
ERR2061619.4305079 7001289F:103:C9WFLANXX:4:2315:11461:91792/1	R1	+	-	+	-	0.482143	0.482143
ERR2061619.4305082 7001289F:103:C9WFLANXX:3:1106:5382:19423/1	R1	+	-	+	-	0.560000	0.560000
ERR2061619.4305085 7001289F:103:C9WFLANXX:4:2312:13685:27959/1	R1	+	-	+	-	0.365385	0.365385
ERR2061619.4305086 7001289F:103:C9WFLANXX:4:1202:14442:53907/1	R1	+	-	+	-	0.000000	0.000000
ERR2061619.4305090 7001289F:103:C9WFLANXX:4:2104:12685:90946/1	R1	+	-	+	-	0.000000	0.000000
ERR2061619.4305091 7001289F:109:CB97UANXX:1:2314:15563:101036/1	R1	+	-	+	-	0.000000	0.000000
ERR2061619.4305093 7001289F:109:CB97UANXX:1:1211:19183:55254/1	R1	+	-	+	-	0.302752	0.302752
ERR2061619.4305094 7001289F:103:C9WFLANXX:3:1310:6794:10306/1	R1	+	-	+	-	0.471698	0.471698
ERR2061619.4305095 7001289F:103:C9WFLANXX:3:2202:2116:73857/1	R1	+	-	+	-	0.345455	0.345455
ERR2061619.4305101 7001289F:103:C9WFLANXX:4:1301:3888:38668/1	R1	-	+	-	+	0.000000	0.000000
ERR2061619.4305104 7001289F:109:CB97UANXX:1:2212:15047:42930/1	R1	+	-	+	-	0.345455	0.345455
ERR2061619.4305105 7001289F:109:CB97UANXX:1:1310:9812:30816/1	R1	+	-	+	-	0.302752	0.302752
ERR2061619.4305107 7001289F:109:CB97UANXX:1:1212:21078:50883/1	R1	+	-	+	-	0.302752	0.302752
ERR2061619.4305108 7001289F:109:CB97UANXX:1:1214:15062:7081/1	R1	+	-	+	-	0.345455	0.345455
ERR2061619.4305109 7001289F:109:CB97UANXX:1:1101:15147:29779/1	R1	+	-	+	-	0.339450	0.339450
ERR2061619.4305112 7001289F:109:CB97UANXX:1:2209:9352:85328/1	R1	+	-	+	-	0.345455	0.345455
ERR2061619.4305113 7001289F:109:CB97UANXX:1:2102:1854:85523/1	R1	+	-	+	-	0.000000	0.000000
ERR2061619.4305118 7001289F:103:C9WFLANXX:4:1211:5189:76355/1	R1	+	-	+	-	0.558824	0.558824
ERR2061619.4305119 7001289F:109:CB97UANXX:1:1116:16682:33962/1	R1	+	-	+	-	0.540984	0.540984
ERR2061619.4305120 7001289F:103:C9WFLANXX:3:1102:8895:47460/1	R1	+	-	+	-	0.471698	0.471698
ERR2061619.4305125 7001289F:109:CB97UANXX:1:1214:11998:74168/1	R1	+	-	+	-	0.590361	0.590361
ERR2061619.4305127 7001289F:103:C9WFLANXX:3:2106:1540:69662/1	R1	-	+	-	+	0.038095	0.038095
ERR2061619.4305128 7001289F:109:CB97UANXX:1:1201:9067:93550/1	R1	-	+	-	+	0.000000	0.000000
ERR2061619.4305129 7001289F:109:CB97UANXX:1:2109:6373:46849/1	R1	+	-	+	-	0.000000	0.000000
ERR2061619.4305130 7001289F:109:CB97UANXX:1:1105:20014:65533/1	R1	+	-	+	-	0.675676	0.675676
ERR2061619.4305132 7001289F:109:CB97UANXX:1:1116:18738:17205/1	R1	+	-	+	-	0.000000	0.000000
ERR2061619.4305135 7001289F:109:CB97UANXX:1:1215:2580:41213/1	R1	+	-	+	-	0.433628	0.433628
ERR2061619.4305137 7001289F:103:C9WFLANXX:4:1304:16447:55708/1	R1	+	-	+	-	0.693548	0.693548
ERR2061619.4305138 7001289F:103:C9WFLANXX:3:1215:9915:65136/1	R1	+	-	+	-	0.446429	0.446429
ERR2061619.4305140 7001289F:103:C9WFLANXX:4:2311:19273:50594/1	R1	+	-	+	-	0.365385	0.365385
ERR2061619.4305141 7001289F:109:CB97UANXX:1:2109:19810:15606/1	R1	+	-	+	-	0.320388	0.320388
ERR2061619.4305142 7001289F:103:C9WFLANXX:4:2310:9093:77379/1	R1	-	+	-	+	0.000000	0.000000
ERR2061619.4305143 7001289F:109:CB97UANXX:1:1207:6672:68565/1	R1	-	+	-	+	0.152381	0.152381
ERR2061619.4305144 7001289F:103:C9WFLANXX:3:2116:14769:6881/1	R1	+	-	+	-	0.675676	0.675676
ERR2061619.4305145 7001289F:103:C9WFLANXX:3:1212:11341:98461/1	R1	-	+	-	+	0.000000	0.000000
ERR2061619.4305150 7001289F:109:CB97UANXX:1:2214:13417:81535/1	R1	+	-	+	-	0.000000	0.000000
ERR2061619.4305151 7001289F:103:C9WFLANXX:4:1304:7080:71284/1	R1	+	-	+	-	0.345455	0.345455
ERR2061619.4305152 7001289F:109:CB97UANXX:1:2104:4462:92358/1	R1	+	-	+	-	0.584906	0.584906
ERR2061619.4305153 7001289F:103:C9WFLANXX:4:2314:15731:36752/1	R1	+	-	+	-	0.471698	0.471698
ERR2061619.4305155 7001289F:103:C9WFLANXX:4:2116:19699:40232/1	R1	+	-	+	-	0.000000	0.000000
ERR2061619.4305156 7001289F:103:C9WFLANXX:4:1309:7324:43812/1	R1	+	-	+	-	0.714286	0.714286
ERR2061619.4305158 7001289F:109:CB97UANXX:1:1304:12051:22654/1	R1	+	-	+	-	0.891892	0.891892
ERR2061619.4305159 7001289F:109:CB97UANXX:1:2302:2753:40925/1	R1	+	-	+	-	0.862069	0.862069
ERR2061619.4305163 7001289F:109:CB97UANXX:1:1112:12310:2528/1	R1	-	+	-	+	0.000000	0.000000
ERR2061619.4305166 7001289F:109:CB97UANXX:1:2103:5364:45634/1	R1	-	+	-	+	0.427083	0.427083
ERR2061619.4305168 7001289F:103:C9WFLANXX:4:2107:4112:38889/1	R1	-	+	-	+	0.000000	0.000000
ERR2061619.4305170 7001289F:109:CB97UANXX:1:2215:15014:78035/1	R1	+	-	+	-	0.612903	0.612903
ERR2061619.4305180 7001289F:109:CB97UANXX:1:1202:18537:16454/1	R1	+	-	+	-	0.760000	0.760000
ERR2061619.4305187 7001289F:109:CB97UANXX:1:2207:8342:90765/1	R1	-	+	-	+	0.140000	0.140000
ERR2061619.4305188 7001289F:109:CB97UANXX:1:2204:7251:11719/1	R1	+	-	+	-	0.000000	0.000000
ERR2061619.4305191 7001289F:109:CB97UANXX:1:1209:7169:5493/1	R1	-	+	-	+	0.000000	0.000000
ERR2061619.4305194 7001289F:103:C9WFLANXX:3:2306:9192:11162/1	R1	+	-	+	-	0.556604	0.556604
ERR2061619.4305195 7001289F:103:C9WFLANXX:3:2209:5194:30427/1	R1	+	-	+	-	0.609756	0.609756
ERR2061619.4305196 7001289F:103:C9WFLANXX:4:1202:12026:82447/1	R1	+	-	+	-	0.704545	0.704545
ERR2061619.4305198 7001289F:103:C9WFLANXX:4:1314:20419:34186/1	R1	-	+	-	+	0.400000	0.400000
ERR2061619.4305199 7001289F:109:CB97UANXX:1:1111:4282:54922/1	R1	-	+	-	+	0.000000	0.000000
ERR2061619.4305200 7001289F:103:C9WFLANXX:3:1304:3107:87158/1	R1	+	-	+	-	0.612903	0.612903
ERR2061619.4305202 7001289F:109:CB97UANXX:1:2216:13137:48372/1	R1	+	-	+	-	0.413043	0.413043
ERR2061619.4305206 7001289F:109:CB97UANXX:1:1204:20525:32029/1	R1	+	-	+	-	0.413043	0.413043
ERR2061619.4305207 7001289F:103:C9WFLANXX:4:2216:15434:14489/1	R1	+	-	+	-	0.000000	0.000000
ERR2061619.4305208 7001289F:109:CB97UANXX:1:1311:5969:65469/1	R1	-	+	-	+	0.000000	0.000000
ERR2061619.4305211 7001289F:103:C9WFLANXX:4:1112:14889:30971/1	R1	+	-	+	-	1.000000	1.000000
ERR2061619.4305213 7001289F:109:CB97UANXX:1:2102:8213:21691/1	R1	+	-	+	-	0.446429	0.446429
ERR2061619.4305214 7001289F:109:CB97UANXX:1:2310:12936:68599/1	R1	+	-	+	-	0.000000	0.000000
ERR2061619.4305218 7001289F:103:C9WFLANXX:3:1202:15118:88579/1	R1	+	-	+	-	0.892473	0.892473
ERR2061619.4305220 7001289F:103:C9WFLANXX:4:2205:15239:93586/1	R1	+	-	+	-	0.558824	0.558824
ERR2061619.4305221 7001289F:103:C9WFLANXX:4:1306:12760:83103/1	R1	+	-	+	-	0.892473	0.892473
ERR2061619.4305222 7001289F:103:C9WFLANXX:4:1210:7304:12203/1	R1	+	-	+	-	0.760000	0.760000
ERR2061619.4305227 7001289F:109:CB97UANXX:1:2202:7518:53727/1	R1	+	-	+	-	0.639640	0.639640
ERR2061619.4305230 7001289F:109:CB97UANXX:1:1112:10983:80608/1	R1	+	-	+	-	0.345455	0.345455
ERR2061619.4305233 7001289F:109:CB97UANXX:1:1102:15737:88503/1	R1	+	-	+	-	0.345455	0.345455
ERR2061619.4305234 7001289F:109:CB97UANXX:1:2311:10526:26102/1	R1	-	+	-	+	0.000000	0.000000
ERR2061619.4305235 7001289F:109:CB97UANXX:1:1304:10997:12301/1	R1	-	+	-	+	0.000000	0.000000
ERR2061619.4305237 7001289F:103:C9WFLANXX:4:2211:13468:44004/1	R1	+	-	+	-	0.302752	0.302752
ERR2061619.4305238 7001289F:103:C9WFLANXX:4:2213:19267:11161/1	R1	+	-	+	-	0.525773	0.525773
ERR2061619.4305239 7001289F:103:C9WFLANXX:4:1214:9475:100818/1	R1	+	-	+	-	0.302752	0.302752
ERR2061619.4305240 7001289F:103:C9WFLANXX:3:1315:7737:70681/1	R1	+	-	+	-	0.000000	0.000000
ERR2061619.4305241 7001289F:103:C9WFLANXX:3:2207:19835:80509/1	R1	-	+	-	+	0.000000	0.000000
ERR2061619.4305242 7001289F:109:CB97UANXX:1:2212:8523:33713/1	R1	+	-	+	-	0.000000	0.000000
ERR2061619.4305243 7001289F:109:CB97UANXX:1:2104:13880:73224/1	R1	-	+	-	+	0.000000	0.000000
ERR2061619.4305246 7001289F:109:CB97UANXX:1:2311:11801:62617/1	R1	+	-	+	-	0.457944	0.457944
ERR2061619.4305247 7001289F:109:CB97UANXX:1:1311:6947:79494/1	R1	+	-	+	-	0.457944	0.457944
ERR2061619.4305248 7001289F:109:CB97UANXX:1:1313:8029:62505/1	R1	+	-	+	-	0.616822	0.616822
ERR2061619.4305249 7001289F:109:CB97UANXX:1:2301:17817:3860/1	R1	+	-	+	-	0.457944	0.457944
ERR2061619.4305250 7001289F:109:CB97UANXX:1:2307:7100:29547/1	R1	+	-	+	-	0.515789	0.515789
ERR2061619.4305251 7001289F:103:C9WFLANXX:3:1305:15808:80853/1	R1	+	-	+	-	0.457944	0.457944
ERR2061619.4305252 7001289F:109:CB97UANXX:1:2202:10855:97873/1	R1	-	+	-	+	0.387097	0.387097
ERR2061619.4305253 7001289F:109:CB97UANXX:1:1313:14898:100546/1	R1	+	-	+	-	0.457944	0.457944
ERR2061619.4305255 7001289F:103:C9WFLANXX:3:1216:20501:27797/1	R1	+	-	+	-	0.500000	0.500000
ERR2061619.4305257 7001289F:109:CB97UANXX:1:1102:19997:39527/1	R1	+	-	+	-	0.887850	0.887850
ERR2061619.4305259 7001289F:109:CB97UANXX:1:1304:9731:13303/1	R1	+	-	+	-	0.500000	0.500000
ERR2061619.4305261 7001289F:103:C9WFLANXX:3:2104:14802:54000/1	R1	-	+	-	+	0.000000	0.000000
