2024-12-30T12:29:47
ID	Read	R1_Forward	R1_Reverse	R2_Forward	R2_Reverse	R1_Penalty	R2_Penalty
ERR2061609.484003 7001289F:109:CB97UANXX:2:2105:2941:27569/1	R1	-	+	-	+	1.000000	1.000000
ERR2061609.484332 7001289F:109:CB97UANXX:2:2116:16619:41344/1	R1	-	+	-	+	0.950000	0.950000
ERR2061609.748741 7001289F:109:CB97UANXX:2:1203:20110:54624/1	R1	+	-	+	-	0.000000	0.000000
ERR2061609.1432250 7001289F:109:CB97UANXX:2:1311:19925:67073/1	R1	-	+	-	+	0.928571	0.928571
ERR2061609.4025332 7001289F:109:CB97UANXX:2:2108:17463:81115/1	R1	-	+	-	+	0.559322	0.559322
ERR2061609.4025336 7001289F:109:CB97UANXX:2:2112:7196:57513/1	R1	+	-	+	-	0.865385	0.865385
ERR2061609.4025343 7001289F:109:CB97UANXX:2:1210:14588:97045/1	R1	+	-	+	-	0.000000	0.000000
ERR2061609.4025344 7001289F:109:CB97UANXX:2:1316:12233:23275/1	R1	+	-	+	-	0.767677	0.767677
ERR2061609.4025351 7001289F:109:CB97UANXX:2:2211:4766:50059/1	R1	+	-	+	-	0.830508	0.830508
ERR2061609.4025354 7001289F:109:CB97UANXX:2:2306:21077:12378/1	R1	+	-	+	-	0.767442	0.767442
ERR2061609.4025357 7001289F:109:CB97UANXX:2:2313:14354:76749/1	R1	+	-	+	-	0.000000	0.000000
ERR2061609.4025358 7001289F:109:CB97UANXX:2:1109:15856:97517/1	R1	-	+	-	+	0.000000	0.000000
ERR2061609.4025360 7001289F:109:CB97UANXX:2:2205:20090:87321/1	R1	+	-	+	-	0.446429	0.446429
ERR2061609.4025362 7001289F:109:CB97UANXX:2:2206:6658:74716/1	R1	+	-	+	-	0.544643	0.544643
ERR2061609.4025368 7001289F:109:CB97UANXX:2:1103:16709:99147/1	R1	+	-	+	-	0.446429	0.446429
ERR2061609.4025369 7001289F:109:CB97UANXX:2:1107:11538:87007/1	R1	+	-	+	-	0.560000	0.560000
ERR2061609.4025370 7001289F:109:CB97UANXX:2:1106:19478:64648/1	R1	+	-	+	-	0.446429	0.446429
ERR2061609.4025371 7001289F:109:CB97UANXX:2:2215:8556:11437/1	R1	+	-	+	-	0.302752	0.302752
ERR2061609.4025374 7001289F:109:CB97UANXX:2:2111:11267:56865/1	R1	+	-	+	-	0.000000	0.000000
ERR2061609.4025375 7001289F:109:CB97UANXX:2:2111:12533:59219/1	R1	+	-	+	-	0.433628	0.433628
ERR2061609.4025376 7001289F:109:CB97UANXX:2:2101:10962:100755/1	R1	+	-	+	-	0.433628	0.433628
ERR2061609.4025378 7001289F:109:CB97UANXX:2:2116:5407:17557/1	R1	+	-	+	-	0.433628	0.433628
ERR2061609.4025379 7001289F:109:CB97UANXX:2:1310:7090:17327/1	R1	+	-	+	-	0.433628	0.433628
ERR2061609.4025381 7001289F:109:CB97UANXX:2:1308:8843:37268/1	R1	+	-	+	-	0.365385	0.365385
ERR2061609.4025382 7001289F:109:CB97UANXX:2:1206:5372:77224/1	R1	+	-	+	-	0.482143	0.482143
ERR2061609.4025386 7001289F:109:CB97UANXX:2:2304:2256:60197/1	R1	+	-	+	-	0.446429	0.446429
ERR2061609.4025387 7001289F:109:CB97UANXX:2:2304:15371:67277/1	R1	+	-	+	-	0.446429	0.446429
ERR2061609.4025388 7001289F:109:CB97UANXX:2:2313:17878:25875/1	R1	+	-	+	-	0.345455	0.345455
ERR2061609.4025390 7001289F:109:CB97UANXX:2:2201:8522:75224/1	R1	+	-	+	-	0.101852	0.101852
ERR2061609.4025391 7001289F:109:CB97UANXX:2:2205:12527:65082/1	R1	+	-	+	-	0.471698	0.471698
ERR2061609.4025393 7001289F:109:CB97UANXX:2:1301:18842:28841/1	R1	+	-	+	-	0.000000	0.000000
ERR2061609.4025396 7001289F:109:CB97UANXX:2:1305:6807:41649/1	R1	+	-	+	-	0.775701	0.775701
ERR2061609.4025397 7001289F:109:CB97UANXX:2:1201:4867:42337/1	R1	+	-	+	-	0.504673	0.504673
ERR2061609.4025398 7001289F:109:CB97UANXX:2:2213:10081:91999/1	R1	+	-	+	-	0.495327	0.495327
ERR2061609.4025400 7001289F:109:CB97UANXX:2:2310:15538:63124/1	R1	+	-	+	-	0.457944	0.457944
ERR2061609.4025401 7001289F:109:CB97UANXX:2:2305:16014:90168/1	R1	+	-	+	-	0.457944	0.457944
ERR2061609.4025402 7001289F:109:CB97UANXX:2:2307:7428:24198/1	R1	+	-	+	-	0.114286	0.114286
ERR2061609.4025403 7001289F:109:CB97UANXX:2:2312:11317:31689/1	R1	+	-	+	-	0.513514	0.513514
ERR2061609.4025405 7001289F:109:CB97UANXX:2:2205:7804:68705/1	R1	+	-	+	-	0.000000	0.000000
ERR2061609.4025407 7001289F:109:CB97UANXX:2:1301:5449:93472/1	R1	+	-	+	-	0.457944	0.457944
ERR2061609.4025408 7001289F:109:CB97UANXX:2:1305:5215:49188/1	R1	+	-	+	-	0.690141	0.690141
ERR2061609.4025410 7001289F:109:CB97UANXX:2:2204:14343:27796/1	R1	+	-	+	-	0.000000	0.000000
ERR2061609.4025411 7001289F:109:CB97UANXX:2:2207:15451:12178/1	R1	+	-	+	-	0.457944	0.457944
ERR2061609.4025414 7001289F:109:CB97UANXX:2:2108:8336:68660/1	R1	+	-	+	-	0.457944	0.457944
ERR2061609.4025415 7001289F:109:CB97UANXX:2:1210:12188:37155/1	R1	+	-	+	-	0.320388	0.320388
ERR2061609.4025416 7001289F:109:CB97UANXX:2:1306:3414:71778/1	R1	+	-	+	-	0.345455	0.345455
ERR2061609.4025417 7001289F:109:CB97UANXX:2:1201:4258:47356/1	R1	+	-	+	-	0.675676	0.675676
ERR2061609.4025418 7001289F:109:CB97UANXX:2:1215:16050:76880/1	R1	+	-	+	-	0.000000	0.000000
ERR2061609.4025420 7001289F:109:CB97UANXX:2:1216:5200:12785/1	R1	+	-	+	-	0.545455	0.545455
ERR2061609.4025421 7001289F:109:CB97UANXX:2:1106:12282:17218/1	R1	+	-	+	-	0.600000	0.600000
ERR2061609.4025422 7001289F:109:CB97UANXX:2:2215:4080:84583/1	R1	+	-	+	-	0.457944	0.457944
ERR2061609.4025424 7001289F:109:CB97UANXX:2:2302:15831:16887/1	R1	+	-	+	-	0.391753	0.391753
ERR2061609.4025426 7001289F:109:CB97UANXX:2:2308:1470:100547/1	R1	-	+	-	+	0.040984	0.040984
ERR2061609.4025427 7001289F:109:CB97UANXX:2:1307:7489:27880/1	R1	-	+	-	+	0.000000	0.000000
ERR2061609.4025428 7001289F:109:CB97UANXX:2:1207:8137:58488/1	R1	+	-	+	-	0.302752	0.302752
ERR2061609.4025429 7001289F:109:CB97UANXX:2:2113:20812:55671/1	R1	+	-	+	-	0.000000	0.000000
ERR2061609.4025430 7001289F:109:CB97UANXX:2:2105:14767:8488/1	R1	+	-	+	-	0.345455	0.345455
ERR2061609.4025431 7001289F:109:CB97UANXX:2:1210:7006:63385/1	R1	+	-	+	-	0.500000	0.500000
ERR2061609.4025432 7001289F:109:CB97UANXX:2:1112:4335:85830/1	R1	+	-	+	-	0.418182	0.418182
ERR2061609.4025433 7001289F:109:CB97UANXX:2:2213:16242:26288/1	R1	+	-	+	-	0.639640	0.639640
ERR2061609.4025435 7001289F:109:CB97UANXX:2:1305:11919:96383/1	R1	+	-	+	-	0.345455	0.345455
ERR2061609.4025439 7001289F:109:CB97UANXX:2:1109:8885:98836/1	R1	+	-	+	-	0.540984	0.540984
ERR2061609.4025440 7001289F:109:CB97UANXX:2:2312:4996:2920/1	R1	+	-	+	-	0.892857	0.892857
ERR2061609.4025444 7001289F:109:CB97UANXX:2:1314:12706:34967/1	R1	+	-	+	-	0.302752	0.302752
ERR2061609.4025445 7001289F:109:CB97UANXX:2:2315:12489:55978/1	R1	+	-	+	-	0.345455	0.345455
ERR2061609.4025446 7001289F:109:CB97UANXX:2:2309:15249:69521/1	R1	-	+	-	+	0.000000	0.000000
ERR2061609.4025450 7001289F:109:CB97UANXX:2:2315:20371:15163/1	R1	-	+	-	+	0.145161	0.145161
ERR2061609.4025454 7001289F:109:CB97UANXX:2:1310:16613:6501/1	R1	+	-	+	-	0.540000	0.540000
ERR2061609.4025456 7001289F:109:CB97UANXX:2:1110:11137:8051/1	R1	+	-	+	-	0.000000	0.000000
ERR2061609.4025459 7001289F:109:CB97UANXX:2:2310:18281:26951/1	R1	+	-	+	-	0.979167	0.979167
ERR2061609.4025460 7001289F:109:CB97UANXX:2:1315:11527:94004/1	R1	+	-	+	-	0.457944	0.457944
ERR2061609.4025463 7001289F:109:CB97UANXX:2:1215:16411:20649/1	R1	-	+	-	+	0.000000	0.000000
ERR2061609.4025465 7001289F:109:CB97UANXX:2:2212:19597:23509/1	R1	-	+	-	+	0.000000	0.000000
ERR2061609.4025467 7001289F:109:CB97UANXX:2:1104:14710:84344/1	R1	-	+	-	+	0.000000	0.000000
ERR2061609.4025468 7001289F:109:CB97UANXX:2:1104:18747:101306/1	R1	-	+	-	+	0.795455	0.795455
ERR2061609.4025469 7001289F:109:CB97UANXX:2:2102:4003:98834/1	R1	-	+	-	+	0.000000	0.000000
ERR2061609.4025470 7001289F:109:CB97UANXX:2:1304:18611:25464/1	R1	-	+	-	+	0.000000	0.000000
ERR2061609.4025471 7001289F:109:CB97UANXX:2:1207:11081:62928/1	R1	+	-	+	-	0.457944	0.457944
ERR2061609.4025472 7001289F:109:CB97UANXX:2:2105:7679:11708/1	R1	+	-	+	-	0.760000	0.760000
ERR2061609.4025473 7001289F:109:CB97UANXX:2:1213:3835:26335/1	R1	+	-	+	-	0.417722	0.417722
ERR2061609.4025477 7001289F:109:CB97UANXX:2:2307:17478:93221/1	R1	-	+	-	+	0.000000	0.000000
ERR2061609.4025478 7001289F:109:CB97UANXX:2:1305:20071:75814/1	R1	-	+	-	+	0.071429	0.071429
ERR2061609.4025480 7001289F:109:CB97UANXX:2:2203:18116:32458/1	R1	-	+	-	+	0.000000	0.000000
ERR2061609.4025482 7001289F:109:CB97UANXX:2:1302:8613:85159/1	R1	-	+	-	+	0.000000	0.000000
ERR2061609.4025483 7001289F:109:CB97UANXX:2:1202:7455:23601/1	R1	+	-	+	-	0.000000	0.000000
ERR2061609.4025484 7001289F:109:CB97UANXX:2:2114:3441:89912/1	R1	-	+	-	+	0.000000	0.000000
ERR2061609.4025486 7001289F:109:CB97UANXX:2:2313:13415:74994/1	R1	-	+	-	+	0.000000	0.000000
ERR2061609.4025487 7001289F:109:CB97UANXX:2:2207:7888:22486/1	R1	+	-	+	-	0.302752	0.302752
ERR2061609.4025488 7001289F:109:CB97UANXX:2:1316:5262:55353/1	R1	-	+	-	+	0.000000	0.000000
ERR2061609.4025489 7001289F:109:CB97UANXX:2:1113:15754:17960/1	R1	-	+	-	+	0.333333	0.333333
ERR2061609.4025490 7001289F:109:CB97UANXX:2:2303:9022:27519/1	R1	-	+	-	+	0.702128	0.702128
ERR2061609.4025492 7001289F:109:CB97UANXX:2:2108:9362:92017/1	R1	+	-	+	-	0.000000	0.000000
ERR2061609.4025493 7001289F:109:CB97UANXX:2:2107:19273:93973/1	R1	+	-	+	-	0.457944	0.457944
ERR2061609.4025495 7001289F:109:CB97UANXX:2:2205:8416:97427/1	R1	+	-	+	-	0.000000	0.000000
ERR2061609.4025496 7001289F:109:CB97UANXX:2:1208:9599:52675/1	R1	+	-	+	-	0.781250	0.781250
ERR2061609.4025498 7001289F:109:CB97UANXX:2:2215:16639:20365/1	R1	+	-	+	-	0.678571	0.678571
ERR2061609.4025500 7001289F:109:CB97UANXX:2:1308:17550:57660/1	R1	-	+	-	+	0.082645	0.082645
ERR2061609.4025501 7001289F:109:CB97UANXX:2:1115:8813:24548/1	R1	+	-	+	-	0.609756	0.609756
ERR2061609.4025503 7001289F:109:CB97UANXX:2:2107:12844:64128/1	R1	+	-	+	-	0.863636	0.863636
ERR2061609.4025507 7001289F:109:CB97UANXX:2:2111:13069:62387/1	R1	-	+	-	+	0.000000	0.000000
ERR2061609.4025509 7001289F:109:CB97UANXX:2:1210:9843:89515/1	R1	+	-	+	-	0.000000	0.000000
ERR2061609.4025510 7001289F:109:CB97UANXX:2:1113:1248:26563/1	R1	+	-	+	-	0.417722	0.417722
ERR2061609.4025512 7001289F:109:CB97UANXX:2:2216:16493:47448/1	R1	-	+	-	+	0.000000	0.000000
