2024-12-30T12:24:21
ID	Read	R1_Forward	R1_Reverse	R2_Forward	R2_Reverse	R1_Penalty	R2_Penalty
ERR2061608.291499 7001289F:103:C9WFLANXX:4:2302:8228:81482/1	R1	-	+	-	+	0.526316	0.526316
ERR2061608.397845 7001289F:103:C9WFLANXX:3:1215:6581:38678/1	R1	-	+	-	+	1.000000	1.000000
ERR2061608.3264875 7001289F:103:C9WFLANXX:4:1215:6965:24993/1	R1	+	-	+	-	0.000000	0.000000
ERR2061608.3264878 7001289F:103:C9WFLANXX:3:1101:11955:2128/1	R1	+	-	+	-	0.446429	0.446429
ERR2061608.3264879 7001289F:103:C9WFLANXX:3:1203:3493:74994/1	R1	+	-	+	-	0.446429	0.446429
ERR2061608.3264880 7001289F:103:C9WFLANXX:3:1113:13655:22165/1	R1	+	-	+	-	0.446429	0.446429
ERR2061608.3264882 7001289F:103:C9WFLANXX:4:1311:6042:65946/1	R1	+	-	+	-	0.446429	0.446429
ERR2061608.3264884 7001289F:103:C9WFLANXX:3:2201:5764:85045/1	R1	+	-	+	-	0.446429	0.446429
ERR2061608.3264886 7001289F:103:C9WFLANXX:3:2106:15812:45705/1	R1	+	-	+	-	0.457944	0.457944
ERR2061608.3264887 7001289F:103:C9WFLANXX:3:1202:11618:54360/1	R1	+	-	+	-	0.446429	0.446429
ERR2061608.3264888 7001289F:103:C9WFLANXX:3:1114:5619:27857/1	R1	+	-	+	-	0.477876	0.477876
ERR2061608.3264891 7001289F:103:C9WFLANXX:4:1301:6038:53606/1	R1	+	-	+	-	0.433628	0.433628
ERR2061608.3264892 7001289F:103:C9WFLANXX:4:1202:6447:24670/1	R1	+	-	+	-	0.446429	0.446429
ERR2061608.3264894 7001289F:103:C9WFLANXX:3:2309:4373:57738/1	R1	+	-	+	-	0.000000	0.000000
ERR2061608.3264895 7001289F:103:C9WFLANXX:3:2302:9498:65238/1	R1	+	-	+	-	0.775701	0.775701
ERR2061608.3264898 7001289F:103:C9WFLANXX:3:1211:6054:40651/1	R1	+	-	+	-	0.457944	0.457944
ERR2061608.3264900 7001289F:103:C9WFLANXX:4:1316:13183:19168/1	R1	+	-	+	-	0.000000	0.000000
ERR2061608.3264901 7001289F:103:C9WFLANXX:4:1208:12569:63829/1	R1	+	-	+	-	0.961538	0.961538
ERR2061608.3264904 7001289F:103:C9WFLANXX:3:2204:3973:13946/1	R1	+	-	+	-	0.471698	0.471698
ERR2061608.3264906 7001289F:103:C9WFLANXX:4:2214:14921:23870/1	R1	+	-	+	-	0.000000	0.000000
ERR2061608.3264907 7001289F:103:C9WFLANXX:4:2216:16841:18755/1	R1	+	-	+	-	0.457944	0.457944
ERR2061608.3264908 7001289F:103:C9WFLANXX:4:2116:18996:37162/1	R1	+	-	+	-	0.830508	0.830508
ERR2061608.3264910 7001289F:103:C9WFLANXX:3:1105:14215:23560/1	R1	+	-	+	-	0.000000	0.000000
ERR2061608.3264914 7001289F:103:C9WFLANXX:3:2304:7195:69703/1	R1	+	-	+	-	0.345455	0.345455
ERR2061608.3264915 7001289F:103:C9WFLANXX:3:1303:4849:59349/1	R1	+	-	+	-	0.302752	0.302752
ERR2061608.3264918 7001289F:103:C9WFLANXX:3:1209:10075:59022/1	R1	+	-	+	-	0.600000	0.600000
ERR2061608.3264919 7001289F:103:C9WFLANXX:3:1312:2189:7822/1	R1	+	-	+	-	0.302752	0.302752
ERR2061608.3264921 7001289F:103:C9WFLANXX:3:1216:2709:35426/1	R1	+	-	+	-	0.345455	0.345455
ERR2061608.3264922 7001289F:103:C9WFLANXX:4:2315:18299:30725/1	R1	+	-	+	-	0.302752	0.302752
ERR2061608.3264923 7001289F:103:C9WFLANXX:4:1212:12583:80818/1	R1	+	-	+	-	0.302752	0.302752
ERR2061608.3264924 7001289F:103:C9WFLANXX:4:1106:17653:75683/1	R1	+	-	+	-	0.345455	0.345455
ERR2061608.3264933 7001289F:103:C9WFLANXX:4:1312:15022:14182/1	R1	+	-	+	-	0.000000	0.000000
ERR2061608.3264934 7001289F:103:C9WFLANXX:4:1111:3590:66087/1	R1	+	-	+	-	0.000000	0.000000
ERR2061608.3264936 7001289F:103:C9WFLANXX:3:2301:17207:72337/1	R1	+	-	+	-	0.000000	0.000000
ERR2061608.3264938 7001289F:103:C9WFLANXX:3:1303:8426:89632/1	R1	+	-	+	-	0.000000	0.000000
ERR2061608.3264939 7001289F:103:C9WFLANXX:4:1113:16012:37263/1	R1	+	-	+	-	0.446429	0.446429
ERR2061608.3264940 7001289F:103:C9WFLANXX:3:2216:17780:25398/1	R1	-	+	-	+	0.436170	0.436170
ERR2061608.3264941 7001289F:103:C9WFLANXX:4:1106:7799:25204/1	R1	+	-	+	-	0.452055	0.452055
ERR2061608.3264942 7001289F:103:C9WFLANXX:4:2109:5765:24358/1	R1	-	+	-	+	0.000000	0.000000
ERR2061608.3264945 7001289F:103:C9WFLANXX:4:1212:18272:71372/1	R1	+	-	+	-	0.492537	0.492537
ERR2061608.3264946 7001289F:103:C9WFLANXX:3:2306:19370:33957/1	R1	-	+	-	+	0.000000	0.000000
ERR2061608.3264947 7001289F:103:C9WFLANXX:4:1102:3481:1970/1	R1	+	-	+	-	0.704225	0.704225
ERR2061608.3264948 7001289F:103:C9WFLANXX:4:2214:13048:90531/1	R1	+	-	+	-	0.000000	0.000000
ERR2061608.3264949 7001289F:103:C9WFLANXX:4:1110:11051:91389/1	R1	+	-	+	-	0.433628	0.433628
ERR2061608.3264950 7001289F:103:C9WFLANXX:3:2114:1749:30775/1	R1	-	+	-	+	0.000000	0.000000
ERR2061608.3264953 7001289F:103:C9WFLANXX:3:1305:10191:56571/1	R1	+	-	+	-	0.000000	0.000000
ERR2061608.3264954 7001289F:103:C9WFLANXX:4:1108:7209:81378/1	R1	+	-	+	-	0.550562	0.550562
ERR2061608.3264955 7001289F:103:C9WFLANXX:4:1310:14342:26721/1	R1	+	-	+	-	0.000000	0.000000
ERR2061608.3264956 7001289F:103:C9WFLANXX:3:1208:6065:80297/1	R1	+	-	+	-	0.000000	0.000000
ERR2061608.3264957 7001289F:103:C9WFLANXX:4:2113:9441:86658/1	R1	+	-	+	-	0.000000	0.000000
ERR2061608.3264959 7001289F:103:C9WFLANXX:4:1102:6658:29396/1	R1	+	-	+	-	0.200000	0.200000
ERR2061608.3264960 7001289F:103:C9WFLANXX:3:1307:17568:4473/1	R1	-	+	-	+	0.164948	0.164948
