2024-12-30T16:08:45
ID	Read	R1_Forward	R1_Reverse	R2_Forward	R2_Reverse	R1_Penalty	R2_Penalty
ERR2188722.541167 7001289F:119:HH7GHBCXY:2:2109:19658:18018/1	R1	-	+	-	+	0.950000	0.950000
ERR2188722.1682355 7001289F:119:HH7GHBCXY:1:2206:14238:10650/1	R1	-	+	-	+	0.526316	0.526316
ERR2188722.4781941 7001289F:119:HH7GHBCXY:1:2105:3874:23494/1	R1	+	-	+	-	0.469027	0.469027
ERR2188722.4781942 7001289F:119:HH7GHBCXY:1:2207:13257:7684/1	R1	+	-	+	-	0.000000	0.000000
ERR2188722.4781944 7001289F:119:HH7GHBCXY:2:1111:7102:15285/1	R1	+	-	+	-	0.685393	0.685393
ERR2188722.4781945 7001289F:119:HH7GHBCXY:1:1209:15314:74824/1	R1	+	-	+	-	0.446429	0.446429
ERR2188722.4781947 7001289F:119:HH7GHBCXY:1:2110:14857:101071/1	R1	+	-	+	-	0.446429	0.446429
ERR2188722.4781948 7001289F:119:HH7GHBCXY:1:2210:19917:31282/1	R1	+	-	+	-	0.446429	0.446429
ERR2188722.4781949 7001289F:119:HH7GHBCXY:2:1107:17014:94679/1	R1	+	-	+	-	0.365385	0.365385
ERR2188722.4781950 7001289F:119:HH7GHBCXY:2:2114:5959:92582/1	R1	+	-	+	-	0.446429	0.446429
ERR2188722.4781953 7001289F:119:HH7GHBCXY:1:1203:20046:58631/1	R1	+	-	+	-	0.417722	0.417722
ERR2188722.4781954 7001289F:119:HH7GHBCXY:1:1207:10286:91239/1	R1	+	-	+	-	0.446429	0.446429
ERR2188722.4781956 7001289F:119:HH7GHBCXY:1:2103:16304:17459/1	R1	+	-	+	-	0.433628	0.433628
ERR2188722.4781957 7001289F:119:HH7GHBCXY:1:2109:12309:69486/1	R1	+	-	+	-	0.433628	0.433628
ERR2188722.4781958 7001289F:119:HH7GHBCXY:1:2112:10539:16045/1	R1	+	-	+	-	0.433628	0.433628
ERR2188722.4781960 7001289F:119:HH7GHBCXY:1:2204:10336:63077/1	R1	+	-	+	-	0.433628	0.433628
ERR2188722.4781962 7001289F:119:HH7GHBCXY:1:2211:7549:89294/1	R1	+	-	+	-	0.734513	0.734513
ERR2188722.4781963 7001289F:119:HH7GHBCXY:1:2213:8092:27583/1	R1	+	-	+	-	0.433628	0.433628
ERR2188722.4781964 7001289F:119:HH7GHBCXY:1:2212:17457:48086/1	R1	+	-	+	-	0.539823	0.539823
ERR2188722.4781965 7001289F:119:HH7GHBCXY:1:2215:1521:66143/1	R1	+	-	+	-	0.433628	0.433628
ERR2188722.4781967 7001289F:119:HH7GHBCXY:2:1116:4175:69965/1	R1	+	-	+	-	0.787611	0.787611
ERR2188722.4781970 7001289F:119:HH7GHBCXY:2:2211:11645:22661/1	R1	+	-	+	-	0.504425	0.504425
ERR2188722.4781972 7001289F:119:HH7GHBCXY:1:1207:15082:43964/1	R1	+	-	+	-	0.457944	0.457944
ERR2188722.4781975 7001289F:119:HH7GHBCXY:1:2207:12024:38645/1	R1	+	-	+	-	0.000000	0.000000
ERR2188722.4781976 7001289F:119:HH7GHBCXY:2:1109:2963:95768/1	R1	+	-	+	-	0.457944	0.457944
ERR2188722.4781977 7001289F:119:HH7GHBCXY:2:1215:5034:77142/1	R1	+	-	+	-	0.101852	0.101852
ERR2188722.4781981 7001289F:119:HH7GHBCXY:1:1112:18301:77885/1	R1	+	-	+	-	0.302752	0.302752
ERR2188722.4781982 7001289F:119:HH7GHBCXY:1:1203:12991:29098/1	R1	+	-	+	-	0.302752	0.302752
ERR2188722.4781984 7001289F:119:HH7GHBCXY:1:2112:3198:72307/1	R1	+	-	+	-	0.302752	0.302752
ERR2188722.4781985 7001289F:119:HH7GHBCXY:1:2209:16552:60503/1	R1	+	-	+	-	0.000000	0.000000
ERR2188722.4781986 7001289F:119:HH7GHBCXY:2:2104:20288:58416/1	R1	+	-	+	-	0.000000	0.000000
ERR2188722.4781988 7001289F:119:HH7GHBCXY:1:1208:1770:74274/1	R1	+	-	+	-	0.345455	0.345455
ERR2188722.4781989 7001289F:119:HH7GHBCXY:1:1215:15111:37912/1	R1	+	-	+	-	0.435294	0.435294
ERR2188722.4781992 7001289F:119:HH7GHBCXY:2:1202:9926:41079/1	R1	+	-	+	-	0.000000	0.000000
ERR2188722.4781995 7001289F:119:HH7GHBCXY:2:1213:3831:54237/1	R1	+	-	+	-	0.457944	0.457944
ERR2188722.4781999 7001289F:119:HH7GHBCXY:1:2110:13955:16641/1	R1	-	+	-	+	0.000000	0.000000
ERR2188722.4782000 7001289F:119:HH7GHBCXY:1:1210:10897:55164/1	R1	+	-	+	-	0.585586	0.585586
ERR2188722.4782001 7001289F:119:HH7GHBCXY:1:2214:9694:29293/1	R1	+	-	+	-	0.639640	0.639640
ERR2188722.4782002 7001289F:119:HH7GHBCXY:2:1101:19409:79524/1	R1	+	-	+	-	0.345455	0.345455
ERR2188722.4782006 7001289F:119:HH7GHBCXY:1:1104:11251:90028/1	R1	+	-	+	-	0.000000	0.000000
ERR2188722.4782008 7001289F:119:HH7GHBCXY:2:2211:16944:9606/1	R1	+	-	+	-	0.000000	0.000000
ERR2188722.4782009 7001289F:119:HH7GHBCXY:1:1210:1206:72504/1	R1	+	-	+	-	0.760000	0.760000
ERR2188722.4782011 7001289F:119:HH7GHBCXY:1:2201:6374:28730/1	R1	-	+	-	+	0.000000	0.000000
ERR2188722.4782015 7001289F:119:HH7GHBCXY:1:1203:17800:25977/1	R1	-	+	-	+	0.000000	0.000000
ERR2188722.4782017 7001289F:119:HH7GHBCXY:1:2101:7856:28924/1	R1	-	+	-	+	0.000000	0.000000
ERR2188722.4782018 7001289F:119:HH7GHBCXY:1:1107:18749:20644/1	R1	-	+	-	+	0.000000	0.000000
ERR2188722.4782023 7001289F:119:HH7GHBCXY:2:2201:16735:56688/1	R1	+	-	+	-	0.365385	0.365385
ERR2188722.4782025 7001289F:119:HH7GHBCXY:1:2116:18009:58163/1	R1	-	+	-	+	0.000000	0.000000
ERR2188722.4782026 7001289F:119:HH7GHBCXY:1:2115:6356:5542/1	R1	-	+	-	+	0.000000	0.000000
ERR2188722.4782029 7001289F:119:HH7GHBCXY:1:2103:8068:19818/1	R1	-	+	-	+	0.075000	0.075000
ERR2188722.4782032 7001289F:119:HH7GHBCXY:2:1213:10093:61505/1	R1	-	+	-	+	0.192308	0.192308
ERR2188722.4782036 7001289F:119:HH7GHBCXY:2:2211:17621:99703/1	R1	+	-	+	-	0.345455	0.345455
ERR2188722.4782038 7001289F:119:HH7GHBCXY:2:2216:5759:87619/1	R1	-	+	-	+	0.060000	0.060000
ERR2188722.4782043 7001289F:119:HH7GHBCXY:2:2209:6658:84232/1	R1	-	+	-	+	0.000000	0.000000
ERR2188722.4782044 7001289F:119:HH7GHBCXY:2:1112:9947:100247/1	R1	-	+	-	+	0.500000	0.500000
ERR2188722.4782053 7001289F:119:HH7GHBCXY:1:1110:1121:27171/1	R1	+	-	+	-	0.709091	0.709091
ERR2188722.4782054 7001289F:119:HH7GHBCXY:1:1207:10167:92724/1	R1	+	-	+	-	0.000000	0.000000
