2024-12-30T16:02:06
ID	Read	R1_Forward	R1_Reverse	R2_Forward	R2_Reverse	R1_Penalty	R2_Penalty
ERR2188721.525682 7001289F:119:HH7GHBCXY:2:1110:20739:3377/1	R1	-	+	-	+	0.964286	0.964286
ERR2188721.525684 7001289F:119:HH7GHBCXY:2:2206:14975:94490/1	R1	-	+	-	+	0.964286	0.964286
ERR2188721.525718 7001289F:119:HH7GHBCXY:2:2111:6230:40883/1	R1	-	+	-	+	0.526316	0.526316
ERR2188721.605448 7001289F:119:HH7GHBCXY:2:2214:9019:28405/1	R1	-	+	-	+	0.964286	0.964286
ERR2188721.619318 7001289F:119:HH7GHBCXY:2:2116:3820:53180/1	R1	-	+	-	+	0.000000	0.000000
ERR2188721.2806638 7001289F:119:HH7GHBCXY:1:1204:10014:87640/1	R1	+	-	+	-	0.000000	0.000000
ERR2188721.2806639 7001289F:119:HH7GHBCXY:1:2115:14947:62940/1	R1	-	+	-	+	0.000000	0.000000
ERR2188721.2806640 7001289F:119:HH7GHBCXY:1:2202:18902:65173/1	R1	+	-	+	-	0.678571	0.678571
ERR2188721.2806641 7001289F:119:HH7GHBCXY:1:1211:20836:35211/1	R1	+	-	+	-	0.612903	0.612903
ERR2188721.3175290 7001289F:119:HH7GHBCXY:2:1212:14256:65999/1	R1	-	+	-	+	0.000000	0.000000
ERR2188721.3689288 7001289F:119:HH7GHBCXY:2:2210:6853:34267/1	R1	+	-	+	-	0.000000	0.000000
ERR2188721.4141177 7001289F:119:HH7GHBCXY:1:1215:19746:68126/1	R1	+	-	+	-	0.457944	0.457944
ERR2188721.4141178 7001289F:119:HH7GHBCXY:2:1112:4599:81631/1	R1	+	-	+	-	0.446429	0.446429
ERR2188721.4141182 7001289F:119:HH7GHBCXY:1:1115:13089:75472/1	R1	+	-	+	-	0.990826	0.990826
ERR2188721.4141183 7001289F:119:HH7GHBCXY:1:1211:14621:74710/1	R1	+	-	+	-	0.585106	0.585106
ERR2188721.4141185 7001289F:119:HH7GHBCXY:1:2111:10256:84446/1	R1	+	-	+	-	0.654545	0.654545
ERR2188721.4141187 7001289F:119:HH7GHBCXY:1:2208:19762:46785/1	R1	+	-	+	-	0.000000	0.000000
ERR2188721.4141192 7001289F:119:HH7GHBCXY:2:1204:20276:75458/1	R1	+	-	+	-	0.388235	0.388235
ERR2188721.4141194 7001289F:119:HH7GHBCXY:2:1209:17326:83059/1	R1	+	-	+	-	0.781250	0.781250
ERR2188721.4141195 7001289F:119:HH7GHBCXY:2:1213:10286:36086/1	R1	+	-	+	-	0.491071	0.491071
ERR2188721.4141196 7001289F:119:HH7GHBCXY:2:2108:4949:17156/1	R1	+	-	+	-	0.538462	0.538462
ERR2188721.4141198 7001289F:119:HH7GHBCXY:2:2215:4420:80472/1	R1	+	-	+	-	0.964286	0.964286
ERR2188721.4141200 7001289F:119:HH7GHBCXY:1:2203:20700:19230/1	R1	+	-	+	-	0.446429	0.446429
ERR2188721.4141201 7001289F:119:HH7GHBCXY:2:1111:11014:38555/1	R1	+	-	+	-	0.409091	0.409091
ERR2188721.4141202 7001289F:119:HH7GHBCXY:2:1207:4011:75686/1	R1	+	-	+	-	0.482143	0.482143
